Source,Round,Number,Question,Answer
2020 ERIS,12,2,"The speaker of this poem notes that, ""knowing how way leads on to way"", he may never return to its setting. This poem's speaker ""shall be telling this with a sigh / somewhere ages and ages hence"", and notes that its central action ""has made all the (*) difference"". ""Two roads diverged in a yellow wood"" in, for 10 points, what Robert Frost poem whose narrator ""took the path less traveled by""?","""The Road Not Taken"" [do not accept or prompt on ""The Road Less Traveled"", because that's not what the poem is called!]"
2020 ERIS,12,3,"This hero defeated criminals such as Sciron, who asked him to wash his sandals, during one of his journeys. This hero received thread from Ariadne which he used to navigate the (*) Labyrinth. This hero returned home with black sails on his ship, prompting his father Aegeus to jump off a cliff out of grief. For 10 points, name this hero who was king of Athens and defeated the Minotaur.",Theseus
2020 ERIS,12,4,"In one scene in this novel, its main character is visited by the chained ghost of his former business partner. This novel's protagonist is visited by a series of ghosts representing the past, (*) present, and future of the title holiday, after which he abandons his miserly ways. For 10 points, name this Charles Dickens novel about Ebenezer Scrooge's dreams on December 25th.",A Christmas Carol
2020 ERIS,12,5,"The historic Coney Island Cyclone is a wooden one of these structures built in 1927. The tallest one of these objects, Kingda Ka, surpassed one of them in (*) Cedar Point, Ohio when it was built. These structures typically start with a lift hill and might include a vertical loop. Six Flags locations contain many of, for 10 points, what amusement park rides in which cars ride on rail tracks?",roller coasters [prompt on amusement park rides or similar answers until mentioned; prompt on coasters]
2020 ERIS,12,6,"This leader accused a group of mostly Jewish doctors of sabotage in his antisemitic ""doctors’ plot"". This ruler's regime caused the devastating man-made Holodomor famine in Ukraine in the early (*) 1930s. In Operation Barbarossa, Nazi Germany invaded this leader's country. For 10 points, name this brutal Soviet dictator who led the USSR during World War II.","Josef Stalin [or Iosif Vissarionovich Stalin, or Ioseb Besarionis dze Jughashvili]"
2020 ERIS,12,7,"Purkinje (pur-KIN-jee) fibers transmit electrical signals through this organ. This organ contains a biscuspid valve and a tricuspid valve, and it can be regulated by artificial (*) pacemakers. The aorta carries blood out of this organ, which is comprised of two atria and two ventricles. For 10 points, name this primary circulatory organ that pumps blood throughout the human body.",heart
2020 ERIS,12,8,"During this event, a restaurant owner on a beach held a plate of fried squid and lauded the ""Calamari Comeback"" while representing Rhode Island. Brayden Harrington delivered a speech about overcoming his (*) stutter during this event, which was organized in Milwaukee. For 10 points, what August 2020 event concluded with the official nomination of Joe Biden as its party's candidate for president?",2020 Democratic National Convention [or the 2020 DNC]
2020 ERIS,12,9,"Ambrose Bierce is killed by Tomas Arroyo after becoming involved in a revolution in this country in one novel. A poem from this country called ""Sunstone"" contains 584 lines, an homage to its native (*) Aztec calendar. Sandra Cisneros's The House on Mango Street depicts an immigrant to Chicago from, for 10 points, what southern neighbor of the United States?","Mexico [or the United Mexican States, or los Estados Unidos Mexicanos, or the EUM, or Mēxihco]"
2020 ERIS,12,10,"This element's diatomic form is paramagnetic due to its unpaired electrons' parallel spin. Joseph Priestley named this element ""dephlogisticated air"" after isolating it. Lavoisier (la-VWAH-zee-AY) proved that (*) combustion requires this element, which makes up about 21% of Earth's atmosphere. For 10 points, name this element which bonds to two atoms of hydrogen to form water and is symbolized O.",oxygen [prompt on O before mention]
2020 ERIS,12,11,"The shechita process is required for some items to have this status. If meat and dairy products are mixed, the resulting meal cannot have this property. No cloven-hoofed mammals can have this status, which is why observant (*) Jews abstain from eating pork. The Hebrew word for ""fit"" describes, for 10 points, what status given to foods in accordance with Jewish dietary law?",being kosher [accept anything related to obeying kashrut; prompt on descriptive answers like “Jews can eat it”]
2020 ERIS,12,12,"This state is home to the Hoh Rainforest, the only temperate rainforest in the United States. Mt. Baker and Mt. Rainier are among this state's active volcanoes. This state contains Puget Sound, and along with its southern neighbor, (*) Oregon, it is bisected by the Cascade Range. Olympia is the capital of, for 10 points, what state whose largest city is Seattle?","State of Washington [do not accept or prompt on “Washington, D.C.”]"
2020 ERIS,12,13,"An aqueduct system in this city was designed by William Mulholland, triggering a set of ""Water Wars"". The Sleepy Lagoon murder occurred in this city and set off its Zoot Suit Riots. A 1992 series of riots in this city followed the taped beating of (*) Rodney King by police. Long Beach and Anaheim are suburbs of, for 10 points, what Southern California city?",Los Angeles [or L.A.]
2020 ERIS,12,14,"A rejected 2005 proposal to change one of these things used in Mozambique involved removing the AK-47 that appears on it. Nepal uses one of these things with an unusual shape, and one of them used in Japan depicts a red (*) sun over a white background. Countries like France use the tricolor type of, for 10 points, what national symbols that include America's ""Stars and Stripes?""",national flags
2020 ERIS,12,15,"This man wrote the hymn ""A Mighty Fortress is Our God."" This man debated Huldrych Zwingli (HULL-drick TSVING-lee) at the Marburg Colloquy and was excommunicated by Leo X at the Diet of Worms (vorms). This man's anger at Johann Tetzel's sale of indulgences prompted him to (*) nail his most famous work into the door of a church in Wittenberg. For 10 points, name this author of the 95 Theses who started the Protestant Reformation.",Martin Luther [or Martin Luder]
2020 ERIS,12,16,"The development of vast forests in the Carboniferous period led to increased formation of this material. The town of Centralia, PA was almost totally evacuated because of an underground fire in a (*) mine for this material that is still burning 50 years later. Lignite and anthracite are two forms of, for 10 points, what rock formed from dead plant matter that is also burned as a fossil fuel?","coal [do NOT accept or prompt on “charcoal”, which is a man-made material]"
2020 ERIS,12,17,"The sign language interpreter at this man's funeral, Thamsanqa Jantjie (taam-saan-ta yaan-tee), performed meaningless gestures instead of actual sign language. This man succeeded F. W. de Klerk in his highest office after being released from 27 years of imprisonment at (*) Robben Island. For 10 points, name this leader of the African National Congress, the first black president of South Africa.",Nelson [Rolihlahla] Mandela
