Source,Round,Number,Label,Question,Answer
2020 ERIS,12,3,A,Name this Emmanuel Leutze (LOYT-zuh) painting depicting the first president of the United States sailing a boat across a river during the Revolutionary War.,Washington Crossing the Delaware [do not accept or prompt on “George Washington Crossing the Delaware”]
2020 ERIS,12,3,B,"This American regionalist artist painted Daughters of Revolution, a work that depicts three people who may be Ben Franklin, Thomas Jefferson and George Washington in drag standing in front of Leutze's Washington Crossing the Delaware.",Grant [DeVolson] Wood
2020 ERIS,12,3,C,"Grant Wood also created this painting, depicting a farmer standing next to his daughter and holding a pitchfork in front of a house in Eldon, Iowa.",American Gothic
2020 ERIS,12,4,L,"Answer some questions about the work of Italian biologist Camillo Golgi, for 10 points each:",
2020 ERIS,12,4,A,Golgi discovered a large organelle which is named for him and which packages these molecules. These molecules are made up of amino acids and are a nutrient provided in food like nuts and meat.,proteins
2020 ERIS,12,4,B,Golgi also invented a form of this technique that allows neurons to be visualized. Hans Christian Gram names another form of this technique that can be used to classify bacteria.,staining [accept Gram staining]
2020 ERIS,12,4,C,"Gram staining classifies organisms based on the thickness of this organelle, which surrounds the cells of some organisms. It is made of cellulose in plants and is not present in animal cells.","cell wall [do not accept or prompt on ""cell membrane""]"
2020 ERIS,12,5,L,"This event will be preceded by Fimbulwinter, a series of three successive winters that will kill all humans except for Líf and Lífþrasir (LEEF-thraa-seer). For 10 points each:",
2020 ERIS,12,5,A,"Identify this event whose name means ""Fate of the Gods"" in Old Norse. During this event, Odin will be swallowed whole by the wolf Fenrir.",Ragnarök
2020 ERIS,12,5,B,"During Ragnarök, this god of thunder will kill and be killed by the sea serpent Jörmungandr (YOR-moon-gahn-der). He is probably better known for wielding the weapon Mjölnir (myol-neer).",Thor
2020 ERIS,12,5,C,"Heimdallr will blow the Gjallarhorn (GYAH-lar-horn) to warn the occupants of this home of the gods about Ragnarök starting. In another myth, a giant and his horse attempted to build walls around this location.",Asgard
2020 ERIS,12,6,L,"This event was described by Franklin Delano Roosevelt as ""a day which will live in infamy"". For 10 points each:",
2020 ERIS,12,6,A,Name this event in which the USS Arizona was sunk in an American naval base by a surprise attack.,the attack on Pearl Harbor
2020 ERIS,12,6,B,Pearl Harbor is a naval base in this U.S. state consisting of a volcanic archipelago in the Pacific Ocean. Its capital of Honolulu is near Pearl Harbor.,Hawaii [or Moku'āina o Hawai'i]
2020 ERIS,12,6,C,This Japanese admiral commanded the pilots at Pearl Harbor. His plane was shot down on Bougainville Island during Operation Vengeance in 1943.,"Isoroku Yamamoto [or Yamamoto Isoroku, since Japanese names are traditionally written in reverse order]"
2020 ERIS,12,7,L,The protagonist of this novel is transported to a planet called Tralfamadore which contains toilet-plunger shaped aliens. For 10 points each:,
2020 ERIS,12,7,A,"Name this novel in which Billy Pilgrim is ""unstuck in time.""",Slaughterhouse-Five
2020 ERIS,12,7,B,Slaughterhouse-Five was written by this American author who depicted an apocalypse caused by ice-nine in his novel Cat's Cradle.,Kurt Vonnegut [Jr.]
2020 ERIS,12,7,C,"Vonnegut also wrote about car dealer Dwayne Hoover and science fiction author Kilgore Trout in a novel titled for “[this meal] of Champions”, inspired by the slogan for Wheaties, a cereal often eaten at this meal.",breakfast [accept Breakfast of Champions]
2020 ERIS,12,8,L,"Answer the following about recent winners of the Tony award for Best Musical, for 10 points each:",
2020 ERIS,12,8,A,"This Lin-Manuel Miranda musical retelling the stories of the Founding Fathers with a nonwhite cast won a whopping 11 Awards at the 2016 Tonys, including Best Musical. It recounts the life and death of the title ""Bastard orphan"".",Hamilton: An American Musical
2020 ERIS,12,8,B,"Hadestown, the most recent best musical winner, is a jazzy retelling of the tale of this Greek mythological figure, who has to rescue his wife Eurydice from the underworld.",Orpheus
2020 ERIS,12,8,C,2018's winner was this musical following the experience of the Alexandria Police Orchestra’s trip to a remote Israeli town for a day after a clerk misunderstands their accent and sells them bus tickets to the wrong destination.,The Band's Visit
2020 ERIS,12,9,L,"Answer some questions about Chinese traditional astrology, for 10 points each:",
2020 ERIS,12,9,A,"This Chinese practice, named from the words for ""wind-water"", is used to harmonize buildings with their surroundings using qi (chee).",feng shui [prompt on geomancy]
2020 ERIS,12,9,B,"In Chinese astrology, this cycle of animals is supposed to determine one's personality, as primarily assigned by year. Its Western counterpart assigns people to one of twelve constellations representing parts of the year.",Chinese zodiac
2020 ERIS,12,9,C,"This is the only fictitious animal in the zodiac. Chinese examples of these animals do not typically have wings, unlike Western examples.",dragons
2020 ERIS,12,10,L,"These mathematical concepts can be classified as ""inconsistent"" whenever any solutions to them would produce an illogical result, such as 1 = 2. For 10 points each:",
2020 ERIS,12,10,A,"Name these collections of constraints, which can be solved using elimination, substitution, or Cramer's rule.",systems of linear equations [prompt on equations; prompt on systems]
2020 ERIS,12,10,B,"Cramer's rule is a method for solving systems of equations using these mathematical objects. These rectangular arrays of numbers can have determinants, and their multiplication is not commutative.","matrices [accept word forms like matrix, obviously]"
2020 ERIS,12,10,C,"An elimination method named for this man performed on matrices can be used to assist in solving systems of linear equations. As a child, this man amazed his teachers by summing the numbers from 1 to 100 in his head.",Carl Friedrich Gauss [accept Gaussian elimination]
2020 ERIS,12,11,L,A large volcanic plateau on this planet is home to some of the largest volcanoes in the Solar System. For 10 points each:,
2020 ERIS,12,11,A,"Name this planet that contains the Tharsis region. This ""red planet"" is the fourth planet from the Sun.",Mars
2020 ERIS,12,11,B,"Mars also contains this largest volcano in the Solar System, with a base about 370 miles wide and a height two and a half times that of Mount Everest.",Olympus Mons [do NOT accept or prompt on “Mount Olympus”]
2020 ERIS,12,11,C,"Olympus Mons is so tall that it is the only Martian structure still visible during planet-wide examples of these events, one of which blanketed Mars when it was first observed by the Mariner spacecraft. These events occur frequently on Earth in the Bodélé Depression.",dust storms [or sandstorms]
2020 ERIS,12,12,L,"Trains crossing this country's large ""outback"" include the Indian Pacific and the Ghan, the latter of which is named in honor of Afghan camel herders. For 10 points each:",
2020 ERIS,12,12,A,"Name this large island country south of Asia. Its largest city, Sydney, is home to an iconic Jørn Utzon-designed opera house.",Australia
2020 ERIS,12,12,B,This capital and largest city of Western Australia lies where the Swan River meets the Indian Ocean. Attractions in this city include Kings Park and a botanical garden on Mount Eliza.,Perth
2020 ERIS,12,12,C,"This massive sandstone monolith in Australia's Northern Territory holds spiritual significance to indigenous people, prompting a 2019 ban on climbing it. One of the outback's best known tourist attractions, it is located near the city of Alice Springs.",Uluru [begrudgingly accept Ayers Rock]
2020 ERIS,12,13,L,"For 10 points each, answer some questions about social contract theory:",
2020 ERIS,12,13,A,The Greek thinker Socrates proposed an early version of the social contract; he believed that his contract with the Athenian state obligated him to take this action by drinking hemlock.,suicide [accept any answers referring to dying or being executed]
2020 ERIS,12,13,B,"This English philosopher's book Leviathan contained the first modern formulation of the social contract, which he said people would enter into because otherwise life would be ""nasty, brutish, and short"".",Thomas Hobbes
2020 ERIS,12,13,C,"For John Locke, social contracts existed to protect rights such as life, this concept, health, and property. Thomas Jefferson grouped this concept with life and the pursuit of happiness in the Declaration of Independence.",liberty
2020 ERIS,12,14,L,"Answer some questions about the early colonization of New England, for 10 points each:",
2020 ERIS,12,14,A,"The Plymouth Colony was founded by the Pilgrims, who sailed to America aboard this vessel. The first governing document of the colony was a “Compact” signed aboard, and named for, this vessel.",the Mayflower
2020 ERIS,12,14,B,This Puritan minister founded Rhode Island after being expelled from Massachusetts. He was one of the first abolitionists and wrote the first book about Native American languages.,Roger Williams
2020 ERIS,12,14,C,"This other New England state was formed out of three colonies, including the New Haven and Saybrook Colonies. In 1687, its charter was hidden in a large oak tree to avoid it being seized by the English governor-general.",Connecticut
