Source,Round,Number,Question,Answer
2022 IQBT Regular Season Set 1,10,14,"In a novel set in this state, a character runs a scam reselling beans in order to regain the  fortune his father lost. In a novel set in this state, a character describes how his Chinese scholar  relatives have discovered that the Hebrew word “timshel” (tim-SHEL) translates to “thou mayest.”  In a novel, (*) Jim Casy is arrested in this state for knocking out a police officer and a starving man here  is breastfed by Rose of Sharon. For 10 points, name this state to which the Joad family travels in John  Steinbeck's novel The Grapes of Wrath.",California [or CA]
2022 IQBT Regular Season Set 1,10,15,"This artistic genre was the lowest on the French Academy's hierarchy of painting. Francisco  Zurbarán (zoor-boo-RAHN) pioneered a Spanish subgenre of this kind of art called bodegónes (boh-day-HOH-nays). This artistic genre was the main output of Dutch artists Rachel Ruysch (rah-SHEL  rowsh) and Clara Peeters. Several paintings in this genre depict (*) skulls stacked on top of each  other. Paul Cezanne (say-ZAHN) often included apples in examples of this genre. For 10 points, name  this genre of painting that depicts inanimate objects.",still lifes [or still lives]
2022 IQBT Regular Season Set 1,10,16,"The characteristic polynomials of these objects are used to calculate a value denoted lambda  that quantifies how much their eigenvectors (AI-gen-vek-turz) are scaled. The symmetric kind of  these objects are equal to their transpose. Cramer's rule is used to find solutions to systems of (*) linear equations using these objects. Multiplication is not commutative in these objects, whose identity  type contains only ones and zeroes. The formula “a times d minus b times c” gives the determinant of  these objects. For 10 points, name these rectangular arrays of numbers.",matrix [prompt on determinant until it is read]
2022 IQBT Regular Season Set 1,10,17,"A man jots down an address on a shirt cuff in this play just after another character formulates  a story about a person being “carried off suddenly, in Paris, by a severe chill.” A character in this  play states that losing “one parent” “may be regarded as a misfortune; to lose both looks like (*) carelessness.” Reverend Chasuble interrupts a German lesson to flirt with Miss Prism in this play, which  describes the habit of “Bunburying” to avoid responsibilities. For 10 points, name this play about the  double life of Jack Worthing, by Oscar Wilde.",The Importance of Being Earnest
2022 IQBT Regular Season Set 1,10,18,"A colloid of this element can be formed in the Turkevich (TUR-kuh-vitch) method using sodium  citrate, which can then be used to label antigens in electron microscopy (mai-KRAH-skuh-pee). Like  platinum, this element dissolves in a mix of hydrochloric acid and nitric acid. Alpha particles were  (*) shot at a thin sheet of this metal to prove that atoms have a positively charged nucleus in the  Rutherford experiment. Aqua regia (AH-kwah REJ-ee-uh) dissolves this metal, for which pyrite is easily  confused. For 10 points, name this noble metal with symbol Au and a lustrous yellow appearance.",gold [or Au until it is read]
2022 IQBT Regular Season Set 1,10,19,"The Tunes to Make You Run Away were written for this instrument. “The Hills of Anacapri”  and “Dancers of Delphi” are found in a cycle of twenty-four pieces for this instrument that was  one of the first such books to eschew tonal centers. Erik Satie’s Gymnopédies (jim-NOH-pay-dee) and (*) Claude Debussy’s (DUH-byoo-say’s) Preludes are written for this instrument, which Vladimir  Horowitz and Martha Argerich (MAR-thah-hah-REECH) performed. For 10 points, name this instrument  sometimes taught via the Bastien method, which has three pedals and 88 keys.",piano [or pianoforte]
2022 IQBT Regular Season Set 1,10,20,"The first use of these things in China is legendarily dated to King Wuling of the Zhao's order  to train with them in exactly 307 BC, probably two thousand years after their true introduction.  The Mongol Yam (yahm) system provided people with food, shelter, and these things. The  Ferghana Valley was home to (*) “heavenly” examples of these things, which were first used for  warfare in China by the nomadic Hu people. During the Shang dynasty, war chariots were pulled by, for  10 points, what animals central to Mongol cavalry warfare?",horses [or warhorses]
2022 IQBT Regular Season Set 1,10,21,"In the final section of a novel by this author, the title character and a “Lancashire (LAIN-kuh-sher) husband” Jemmy are transported to colonial Maryland and Virginia. This author was  inspired by a real woman whom he met while imprisoned at Newgate to write (*) Moll Flanders.  This man discussed an epidemic of 1665 in his fictionalized Journal of the Plague Year. A character  created by this author employs Xury (ZUR-ee) and Friday during 28 years on a pre-modern island. For  10 points, name this English author of Robinson Crusoe.",Daniel Defoe [or Daniel Foe]
2022 IQBT Regular Season Set 1,11,1,"This man's 1957 visit to the Turkish embassy in his country ended a summer crisis over military  influence in Syria. This leader, who launched the failed Virgin Lands Campaign, left the Four  Powers Summit after only a day due to tensions over the (*) U-2 incident. The satellite Sputnik was  launched under this leader, with whom Fidel Castro struck a deal to place nuclear missiles in Cuba. This  leader's “Secret Speech” denounced the repression of the Stalin era. For 10 points, name this Soviet  politician who bested Georgy Malenkov in a 1950s leadership struggle.",Nikita Khrushchev (KROOSH-chev) [Nikita Sergeyevich Khrushchev]
2022 IQBT Regular Season Set 1,11,2,"A substance whose common name includes this noun contains antimony (ant-IM-uh-nee) and  fluorine, can be used to stabilize carbocations (KAR-boh-KAT-ai-onz) in solution, and is the “magic”  example of this kind of substance. When these substances have a Hammett function below  negative twelve, they are the (*) “super” variety. One definition of these substances includes boron  trifluoride due to being an electron pair acceptor. The Lewis and Bronsted-Lowry definitions apply to,  for 10 points, what substances such as the acetic type in vinegar, that have a pH less than seven?",acids [or magic acid or superacids]
2022 IQBT Regular Season Set 1,11,3,"This director is credited with being the first to aim a camera directly into the sun. A film by this  director follows two scoundrel characters who learn that the reason they can't start a cooking fire  is that their branches are full of gold. A shot of four burial mounds topped with swords ends a  lengthy film by this director in which a man disguised as a (*) monk joins a group that agrees to fight  musket-wielding bandits to defend a village. For 10 points, who directed The Hidden Fortress, Throne of  Blood, and Seven Samurai in his native Japan?",Akira Kurosawa (koo-roh-SAH-wah)
2022 IQBT Regular Season Set 1,11,4,"Part of the U.S. Army 85th Division was diverted from this war to join the Polar Bear  Expedition. A predominantly Black regiment in this war was nicknamed the Harlem Hellfighters.  This war marked the peak in popularity of the term (*) “doughboys” for front-line soldiers. The  American Expeditionary Forces were led by John Pershing in this war, which the U.S. joined after a  telegram sent to Mexico from Arthur Zimmerman was intercepted. For 10 points, Woodrow Wilson led  the U.S. through what 1910s conflict?",World War I [or First World War; or the Great War]
2022 IQBT Regular Season Set 1,11,5,"The first profile in a book of “Great” performers by Harold Schonberg discusses this musician's  preference for Stein instruments despite buying from Anton Walter. Joseph II unofficially  considered this performer the winner of a formally tied musical duel with Muzio Clementi (MOOT￾say-oh CLEM-en-tee). This musician learned piano to emulate his sister (*) Nannerl (NAH-nurl). His  A major 11th piano sonata ends with a movement imitating Janissary (JAN-is-air-ee) bands. For 10  points, name this native son of Salzburg who composed the “Rondo alla Turca” and was an Austrian  Classical prodigy.",Wolfgang Amadeus Mozart [Johann Chrysostom Wolfgang Amadeus Mozart; or Johannes  Chrysostomus Wolfgangus Theophilus Mozart]
2022 IQBT Regular Season Set 1,11,6,"Weapons in this game include Exagryph (ECKS-ah-griff), the Adamant Rail; and Varatha, the  Eternal Spear. The Lucky Tooth, which restores health upon death, can be obtained in this game  by giving a gift to Skelly. In this game, a “Barge of Death” can be encountered in (*) Asphodel (AZ￾fuh-del) before a boss fight against a bone hydra nicknamed Lernie. This roguelike dungeon crawler  made by Supergiant Games features Megaera (meg-AIR-uh) and Thanatos (THAA-nuh-tohs) as love  interests. For 10 points, name this game with a title alluding to Zagreus's (zuh-GREY-us's) divine father,  who rules the underworld.",Hades
